operation_id,candidate_id,scope_space_id,nearest_station,walk_minutes,station_access,airport_access,parking_spaces_on_site,large_vehicle_access,loading_access,booking_open_months,booking_close_days,consecutive_use,setup_teardown_policy,food_policy,merch_policy,network_policy,lodging_note,access_source_url,booking_source_url,operations_source_url,observed_at,verification_status,note
OP-085,CAND-104,grandmesse-exhibition,益城インター口,15,"最寄りの都市間バス停・益城インター口から徒歩約15分。熊本駅方面・阿蘇くまもと空港方面からはグランメッセ前へ空港リムジンバスの公式案内","阿蘇くまもと空港から車・タクシーで約20分、益城熊本空港ICから車で約5分と公式案内",2200,conditional,"各ゾーンの搬出入口は幅5.0m×高さ4.6m。大型車の進入・待機・養生の現行手順は要確認",,,yes,"準備・撤去は基本利用料金の3割引で、展示ホールの料金表は9:00から17:00を全日使用とする。取消料は利用開始12か月前から展示ホール3ゾーン以上30%、6か月前から50%、3か月前から70%、7日前から100%と公式掲載",conditional,conditional,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.grandmesse.jp/kiji0035/index.html,https://www.grandmesse.jp/kiji00320/index.html,https://www.grandmesse.jp/kiji00318/index.html,2026-08-04,verified,"敷地内無料駐車場は2,200台だがコンサート等では有料となる場合がある。興行催事は催物開催届出、火気・特殊効果等は申請が必要と公式案内。飲食・物販・専有回線、投擲、同時利用、空き状況は要確認"
OP-086,CAND-105,premist-closed,,,,"空港からの公式分単位所要時間はこの波で未観測",1671,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"イベント利用料は利用承認申請書提出時30%、利用日の3か月前20%、利用日の1か月前に残金を支払うと公式掲載。1日利用は7:00から24:00で、設営・撤去日を別料金として掲載",conditional,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.sapporo-dome.co.jp/dome/,https://www.sapporo-dome.co.jp/event-prom/event/,https://www.sapporo-dome.co.jp/event-prom/event/,2026-08-04,verified,"公式概要は大規模イベント時の前売制を含む普通車1,654台・大型車17台、計1,671台を掲載。主催者向けページは放送・中継用設備を案内するが、専有回線性能は未観測。消防届出・臨時客席等設置の書類を公開。投擲、飲食、物販、同時利用、空き状況は要確認"
OP-087,CAND-106,tsudome-indoor,栄町駅,15,"地下鉄東豊線栄町駅2番出口から徒歩15分。つどーむ前バス停から徒歩1分と指定管理者公式案内",,306,conditional,"大型搬出入口A・Cは幅3.6m×高さ3.7m、Bは3.6m×3.4m、Dは3.1m×3.3m。大型車の進入・待機・養生の現行手順は要確認",,,conditional,"屋内アリーナの利用時間は5:30から21:00。事前申込み、初回イベントの優先申込みに事前審査があると公式案内",conditional,conditional,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.sapporo-sport.jp/tsudome/information/,https://www.sapporo-sport.jp/tsudome/exclusive/,https://www.sapporo-sport.jp/tsudome/price/,2026-08-04,verified,"駐車場306台は混雑時に利用できない場合があり公共交通利用を案内。イベント盤は屋内5か所・屋外2か所、TV中継盤1か所を公式掲載。取消条件、投擲、飲食、物販、空き状況は要確認"
OP-088,CAND-107,makomanai-main,真駒内駅,25,"地下鉄南北線真駒内駅から徒歩約25分と指定管理者公式案内",,,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,30,conditional,"主催者利用は概ね2か月前までに問い合わせ、申請書は1か月前までに提出と公式案内",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://makomanai-park.jp/icearena/about/,https://makomanai-park.jp/icearena/procedure/,https://makomanai-park.jp/icearena/procedure/,2026-08-04,verified,"大規模イベントでは来場者用駐車場を用意しないと公式案内。駐車場台数を推測せず、当該イベントでの来場者駐車場なしという条件のみ記録。投擲、飲食、物販、専有回線、同時利用、空き状況は要確認"
OP-089,CAND-108,grande-main,利府駅,10,"JR利府駅からバス約10分、徒歩約45分と指定管理者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,unknown,"予約開始月、支払・取消、設営撤去、飲食、物販、専有回線、同時利用は未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.mspf.jp/grande21/index.php?action=sisetu_traffic_index,https://www.mspf.jp/grande21/,https://www.mspf.jp/grande21/index.php?action=other_attention,2026-08-04,verified,"しらかし台ICから車約3分と公式案内。大規模改修休館は令和11年度中予定と公式告知するが詳細未確定。駐車台数、投擲、空き状況は要確認"
OP-090,CAND-109,azuma-main,福島駅,30,"JR福島駅から佐原・四季の里行きバスで約30分、体育館前下車と指定管理者公式案内",,354,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,4,conditional,"利用は抽選後の先着順で、仮予約は4営業日前までと公式案内。詳細な予約開始月、支払・取消、設営撤去、飲食、物販、専有回線、同時利用は未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.azumapark.or.jp/access/,https://www.azumapark.or.jp/user-guide/information-for-use/,https://www.azumapark.or.jp/user-guide/information-for-use/,2026-08-04,verified,"体育館駐車場136台と野球場下駐車場218台を公式案内し合計354台として記録。投擲、空き状況は要確認"
OP-091,CAND-110,takasaki-main,高崎駅,8,"JR高崎駅西口から徒歩約8分と指定管理者公式案内",,200,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",12,14,conditional,"大会・イベントは翌年度1年間分を12月1日から15日に申込み、利用日の1か月前までに打合せと申請書提出。一般利用は利用月1〜2か月前の6日から利用日の2週間前まで受付と公式案内",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.takasaki-foundation.or.jp/arena/access_index.php,https://www.takasaki-foundation.or.jp/arena/guide.php,https://www.takasaki-foundation.or.jp/arena/guide.php,2026-08-04,verified,"駐車場200台（高さ制限2.3m）。大会利用は利用日1か月前までに打合せ、利用料は当日現金又は銀行振込と公式案内。投擲、飲食、物販、専有回線、同時利用、空き状況は要確認"
OP-092,CAND-111,ecopa-main,愛野駅,15,"JR愛野駅から徒歩約15分と指定管理者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"施設予約・利用案内・料金表を指定管理者公式サイトで公開。予約開始月、支払・取消、設営撤去、飲食、物販、同時利用、空き状況はこの波で未観測",unknown,unknown,conditional,"宿泊室数・団体料金・終演後交通は未観測",https://www.ecopa.jp/access/,https://www.ecopa.jp/organizer/charge/arena.php,https://www.ecopa.jp/facility/arena/,2026-08-04,verified,"東名掛川ICから車約8分。施設内一部諸室はフリーWi-Fiと有線LANを案内するが、主催者専有回線の性能・提供条件は未観測。駐車台数、投擲は要確認"
OP-093,CAND-112,bighat-main,,,,,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は、搬出入口高3.8m×幅3.4m以外は未観測",18,,conditional,"イベント主催者向け公式案内は使用日の18か月前から予約を受け付けると掲載。支払・取消、設営撤去、飲食、物販、専有回線、同時利用、空き状況はこの波で未観測",unknown,unknown,unknown,"隣接する若里市民文化ホールと同一エリアでの開催を公式案内。宿泊室数・団体料金・終演後交通は未観測",,https://www.nagano-mwave.co.jp/bighat/riyou_arena2024.pdf,https://www.nagano-mwave.co.jp/bighat/about/,2026-08-04,verified,"公式施設概要は夏期に展示会・イベント会場として利用可能と掲載。駐車台数、投擲は要確認"
OP-094,CAND-113,mediadome-main,香春口三萩野駅,7,"北九州モノレール香春口三萩野駅から徒歩7分。JR小倉駅から同駅までモノレール3駅4分と運営者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",6,7,conditional,"イベント利用は競輪日程決定後から使用日の前々月末日まで予約、原則使用日の30日前までに内容・料金を最終確認、原則7日前までに前納。使用時間9:00から21:00には準備・後片付け・撤去を含む",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.mediadome.jp/access/bytrain.html,https://www.mediadome.jp/rental/howtouse/index.html,https://www.mediadome.jp/rental/howtouse/index.html,2026-08-04,verified,"競輪開催日等で使用できない日があり、催事の駐車場は必要に応じ別途費用となるため台数を未入力。投擲、専有回線、同時利用、空き状況は要確認"
OP-095,CAND-124,kumamoto-large,,,,,300,conditional,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,2,conditional,"大会利用は2か月前の末日まで受付。翌年度大会は12月頃に年間の利用希望を受け付け調整。一般利用は県スポーツ施設等予約システムから申込み",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.kspa.or.jp/sougou_taiku_charge/,https://www.kspa.or.jp/sougou_taiku_charge/,https://www.kspa.or.jp/sougou_taiku_charge/,2026-08-04,verified,"指定管理者公式ページで普通車約300台・バス3台を確認。大会時は駐車できない場合があるため、イベント時駐車は要確認。休館日は原則毎週火曜"
OP-096,CAND-125,garden-theater,有明駅,4,"ゆりかもめ有明駅から徒歩約4分、国際展示場駅から徒歩約7分、有明テニスの森駅から徒歩約5分と運営者公式FAQに掲載",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"座席変更は原則利用者の利用時間内作業。会場による有料手配も可能と主催者向け公式案内に掲載",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.shopping-sumitomo-rd.com/tokyo_garden_theater/faq/,https://www.shopping-sumitomo-rd.com/tokyo_garden_theater/org/facilities/events/,https://www.shopping-sumitomo-rd.com/tokyo_garden_theater/org/facilities/mice/,2026-08-04,verified,"基本時間は7:00から24:00で設営・公演・撤去を実施。予約開始月、飲食、物販、専有回線、空き状況は未観測"
OP-097,CAND-126,tokyo-gym-main,千駄ケ谷駅,0,"JR千駄ケ谷駅・都営国立競技場駅A4出口すぐと指定管理者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"利用時間9:00から21:00には準備・後片付けを含む。初回団体登録と事前打合せが必要と指定管理者公式案内",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.tef.or.jp/tmg/access.html,https://www.tef.or.jp/tmg/general/index.html,https://www.tef.or.jp/tmg/arena/index.html,2026-08-04,verified,"予約開始月、支払・取消、飲食、物販、専有回線、同時利用、空き状況は未観測"
OP-098,CAND-127,aore-arena,長岡駅,3,"JR長岡駅から徒歩3分、長岡ICから車約20分と運営者公式案内",,,unknown,"南搬入口6.2m×4.0m・2台と長岡市公式案内。大型車・荷降ろし・養生の追加条件は未観測",,,conditional,"料金PDFの利用案内を公式公開。予約開始月、支払・取消、設営撤去、飲食、物販、専有回線、同時利用、空き状況はこの波で未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://ao-re.jp/access,https://ao-re.jp/wp-content/uploads/2025/08/656440dda7f7bac176e145f0320d8e23.pdf,https://www.city.nagaoka.niigata.jp/shisei/cate05/ao-re/floor_arena.html,2026-08-04,verified,"控室4、多目的室3、会議室3を長岡市公式案内。投擲、駐車台数は要確認"
OP-099,CAND-129,sansin-hall,,,,,333,yes,"搬出入・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"準備・搬出入・撤去・最終清掃を含む利用時間の扱いを運営者公式料金表に掲載",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://sansin.or.jp/access/,https://sansin.or.jp/notice-20220314.pdf,https://sansin.or.jp/fee/,2026-08-04,verified,"新潟中央ICから車約2分、JR新潟駅からバス約20分、専用333台・大型16台を公式案内。投擲、専有回線、空き状況は要確認"
OP-100,CAND-132,asue-main,朝潮橋駅,0,"大阪メトロ中央線朝潮橋駅2A出口すぐと指定管理者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"指定管理者公式ページで申込開始・取消料の利用条件を公開。具体的な予約月数、支払・設営撤去、飲食、物販、専有回線、同時利用、空き状況はこの波で未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.yahataya-park.jp/osaka_arena/faq/index.html,https://www.yahataya-park.jp/osaka_arena/guidelines/index.html,https://www.yahataya-park.jp/osaka_arena/guidelines/index.html,2026-08-04,verified,"土日祝の商業利用は平日料金に20%加算。投擲は要確認"
OP-101,CAND-134,pulse-large,,,,,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"運営者公式ページで利用案内を公開。予約開始月、支払・取消、設営撤去、飲食、物販、専有回線、同時利用、空き状況はこの波で未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.pulseplaza.jp/access/,https://www.pulseplaza.jp/guide/,https://www.pulseplaza.jp/guide/,2026-08-04,verified,"アクセス・利用案内は運営者公式ページを参照。駐車台数、投擲は要確認"
OP-102,CAND-136,kyocera-arena,ドーム前千代崎駅,0,"大阪メトロ長堀鶴見緑地線ドーム前千代崎駅すぐと運営者公式案内",,,unknown,"大型車・搬入口・荷降ろし・養生の公開寸法と条件は未観測",,,conditional,"運営者公式ページで展示会等の利用案内を公開。予約開始月、支払・取消、設営撤去、飲食、物販、専有回線、同時利用、空き状況はこの波で未観測",unknown,unknown,unknown,"宿泊室数・団体料金・終演後交通は未観測",https://www.kyoceradome-osaka.jp/access/,https://www.kyoceradome-osaka.jp/use_guide/,https://www.kyoceradome-osaka.jp/use_guide/,2026-08-04,verified,"展示会料金は税別・付帯別。投擲、イベント駐車台数は要確認"
OP-103,CAND-189,kaminoyama-main,かみのやま温泉駅,15,"山形新幹線・奥羽本線かみのやま温泉駅から徒歩約1.2km",,,unknown,unknown,,,unknown,"競技外の講演会・展示会・コンサート等は床面保護のため養生マット・テープ・コンパネ等が必要",unknown,unknown,unknown,"温泉郷と施設のコンベンション機能を公式案内。ただし館内宿泊室は未確認",https://taibun.com/facility/arena,https://taibun.com/guide,https://taibun.com/facility/arena,2026-08-05,verified,"全面・1/2・1/3利用可。投擲、搬入、連続利用、回線は要確認"
OP-104,CAND-191,kamisu-main,JR成田線小見川駅／JR鹿島線鹿島神宮駅,,"最寄駅から神栖中央公園まで車で約15〜25分。鹿島神宮駅から路線バスあり",,470,unknown,unknown,,,unknown,"利用時間に準備及び原状回復の時間を含む",unknown,unknown,unknown,,https://www.kamisu-arena.com/access/,https://www.kamisu-arena.com/group/,https://www.kamisu-arena.com/?mode=k&s=1&type=ga_02&v=20260214,2026-08-05,verified,"東京駅から高速バスでアートホテル鹿島セントラルまで約1時間30分、同所から徒歩15分・タクシー約3分。大型車・搬入・連続利用は要確認"
OP-105,CAND-194,saiden-main,JR埼京線南与野駅,40,"南与野駅から徒歩40分。浦和・中浦和・南与野の各駅から桜区役所方面のバス経路をさいたま市公式ページに掲載",,,unknown,unknown,,,unknown,"利用時間に準備・原状回復・清掃を含む。利用時間内は1種目のみ",conditional,conditional,unknown,,https://www.city.saitama.lg.jp/004/006/003/001/p077482.html,https://www.city.saitama.lg.jp/004/006/003/001/p077482.html,https://www.city.saitama.lg.jp/004/006/003/001/p077482.html,2026-08-05,verified,"飲食は所定場所のみ。物品販売・広告掲示は事前許可が必要。市外料金は1.5倍"
OP-106,CAND-195,chiba-port-main,千葉都市モノレール市役所前駅,8,"市役所前駅から徒歩8分。JR・京成千葉駅から徒歩16分、JR千葉みなと駅から徒歩15分、京成千葉中央駅から徒歩12分",,,unknown,unknown,,,unknown,"メイン・サブアリーナを準備または撤去で使用する場合は料金減額。時間外料金あり",unknown,conditional,unknown,,https://www.city.chiba.jp/shimin/seikatsubunka/sports/shisetsu/chibaportarena.html,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,https://chibacity.spo-sin.or.jp/shisetu/arena-top/arena-price/,2026-08-05,verified,"展示販売利用は公式管理基準で確認。搬入、大型車、飲食、専有回線、連続利用は要確認"
OP-107,CAND-196,ota-main,京急本線梅屋敷駅,5,"梅屋敷駅から徒歩5分、京急蒲田駅から徒歩7分、JR・東急蒲田駅から徒歩15分",,61,yes,"地下駐車場の荷捌き車両高さ制限3.5m。地上に大型車3台分",4,,unknown,"利用時間に準備・後片付けを含む。区内スポーツ全面利用は4か月前、区外スポーツ・スポーツ以外は1か月前から電話または来館受付",unknown,unknown,unknown,,https://www.ota.esforta.jp/access/,https://www.ota.esforta.jp/guide/,https://www.ota.esforta.jp/guide/,2026-08-05,verified,"地下一般61台（障がい者用3台を含む）と地上大型車3台。目的・利用者区分で予約開始日が異なる"
OP-108,CAND-197,hiratsuka-main,JR東海道線平塚駅,25,"平塚駅西口から徒歩約1.7km・25〜30分。北口から体育館最寄り停留所まで路線バスあり",,921,conditional,unknown,,,unknown,"専用利用は2時間単位。団体登録後に平塚市公共施設予約システムで抽選・空き予約",unknown,unknown,unknown,"総合公園内に宿泊研修所があるが体育館利用との一体条件・室数は要確認",https://www.city.hiratsuka.kanagawa.jp/koen/page-c_00806.html,https://www.city.hiratsuka.kanagawa.jp/shisetu/page-c_02988.html,https://www.city.hiratsuka.kanagawa.jp/koen/page-c_00811.html,2026-08-05,verified,"駐車921台は総合公園全体の共用。大型バスは南第1駐車場へ事前連絡が必要で土日祝は原則不可。搬入・設営撤去・回線は要確認"
OP-109,CAND-198,hokuroku-main,富士急行線富士山駅,,"富士山駅からタクシー10〜15分",,932,yes,unknown,2,,unknown,"メイン・サブアリーナは利用月2か月前の20〜25日に抽選申請し26日に抽選。準備・撤去の扱いは要確認",unknown,unknown,unknown,"標高1,035m。館内宿泊室・団体料金・終演後交通は未観測",https://www.hokuroku.jp/accessmap,https://www.hokuroku.jp/guide/408,https://www.hokuroku.jp/about/40,2026-08-05,verified,"公園内駐車場は普通・軽・障がい者用等932台、大型29台。8:30〜21:00開放で夜間施錠・車中泊不可"
OP-110,CAND-199,joetsu-indoor,えちごトキめき鉄道直江津駅,,"直江津駅から路線バス約20分でリージョンプラザ停留所。上越ICから車約3分",,573,yes,unknown,6,0,unknown,"準備・撤去を利用時間に含み、利用後は原状復帰。全面利用は6か月前の5日から窓口申込、面貸・時間貸は1か月前から予約システム",unknown,unknown,unknown,,https://region-joetsu.jp/access/,https://region-joetsu.jp/yoyaku/,https://region-joetsu.jp/guidance-info/,2026-08-05,verified,"駐車573台は大縄公園を含む案内図の合計で大型13台。2026年9月1日から2027年3月31日まで大規模改修による長期休館予定"
OP-111,CAND-200,takaoka-takehira-arena,あいの風とやま鉄道高岡駅,,"高岡駅から路線バスで高岡商業高校前下車、徒歩約10分",,123,yes,unknown,,,unknown,"団体利用申請は利用日の2週間前から。利用後は清掃し、用具を所定位置へ戻す",conditional,unknown,unknown,,https://www.sportsnet.pref.toyama.jp/facilities/gymnasium/000726.html,https://www.city.takaoka.toyama.jp/gyosei/kanko_bunka_sports/sports/5/6/8210.html,https://www.city.takaoka.toyama.jp/gyosei/kanko_bunka_sports/sports/5/6/8210.html,2026-08-05,verified,"普通車123台・バス10台。飲食は指定場所のみ。搬入、物販、専有回線、連続利用は要確認"
OP-112,CAND-201,kanazawa-first,JR金沢駅,,"金沢駅から路線バス約25分で市総合体育館前、徒歩約1分。泉丘高校前から徒歩約3分",,388,unknown,unknown,,,unknown,"大会等で第1競技場全面を使う場合は少なくとも2か月前に相談。ゴール・ネット設置とモップ掛けを利用時間内に行う",conditional,conditional,unknown,,https://www.kanazawa-sports.jp/use/search/433/,https://www.kanazawa-sports.jp/use/search/433/,https://www.kanazawa-sports.jp/use/search/433/,2026-08-05,verified,"団体登録後にインターネット予約。飲食は指定場所のみ、出店は事前相談。大型車、搬入、専有回線、連続利用は要確認"
OP-113,CAND-202,fukui-main,えちぜん鉄道・福井鉄道田原町駅,3,"田原町駅から徒歩約3分。福井駅から路線バス約5分",,180,unknown,unknown,2,7,unknown,"専用利用は利用月2か月前の1日から月末まで抽選申込。準備・原状復帰は予約時間内。床面には粘着力の弱いラインテープを使用し、重量物を直接置かない",unknown,unknown,unknown,,https://www.city.fukui.lg.jp/kyoiku/sports/sisetu/sitaiikukann.html,https://www.city.fukui.lg.jp/kyoiku/sports/sisetu/instructions.html,https://www.city.fukui.lg.jp/kyoiku/sports/sisetu/sitaiikukann.html,2026-08-05,verified,"抽選後の空き予約は前月4日9時から利用7日前まで。大型車、搬入、飲食、物販、専有回線、連続利用は要確認"
OP-114,CAND-203,chikuma-kotobuki-arena,しなの鉄道屋代駅,20,"屋代駅から徒歩約20分",,,unknown,unknown,,,unknown,"利用月初日に窓口申請。大会・イベント利用は事前に施設管理者へ相談",unknown,unknown,conditional,,https://www.city.chikuma.lg.jp/material/files/group/18/tikumadaiku_ura.pdf,https://www.city.chikuma.lg.jp/kanko_bunka_sports/sports/2544.html,https://www.city.chikuma.lg.jp/soshiki/johoseisaku/denshigyosei_dxsuishin/1404.html,2026-08-05,verified,"館内に無料公衆Wi-Fiがあるが催事用専有回線ではない。常設駐車台数、大型車、搬入、飲食、物販、連続利用は要確認"
OP-115,CAND-204,ogaki-first,JR大垣駅,,"大垣駅南口から名阪近鉄バスのソフトピア線で総合体育館停留所、徒歩約1〜2分",,,conditional,unknown,1,,unknown,"通常団体は毎月1〜9日に翌月分の抽選申込、15日21時以降に空き申込。大会・イベントは年度の調整会議で決定",unknown,unknown,unknown,,https://www.city.ogaki.lg.jp/0000009542.html,https://www.ogaki-tairen.jp/?page_id=948,https://www.ogaki-tairen.jp/wp-content/uploads/2024/11/%E5%A4%A7%E5%9E%A3%E5%B8%82%E7%B7%8F%E5%90%88%E4%BD%93%E8%82%B2%E9%A4%A8%E5%88%A9%E7%94%A8%E6%99%82%E3%81%AE%E9%A7%90%E8%BB%8A%E5%A0%B4%E3%81%AB%E3%81%A4%E3%81%84%E3%81%A6.pdf,2026-08-05,verified,"現行駐車場図は常時利用・要申請・バス専用の区画を分けるが総台数を掲載しないため数値欄は空欄。飲食、物販、搬入、専有回線、連続利用は要確認"
OP-116,CAND-205,numazu-sports-arena,JR沼津駅,15,"沼津駅南口から徒歩約15分、または路線バス約5分で市役所前・文化センター・文化センター北の各停留所",,,conditional,unknown,2,1,unknown,"団体登録後、毎月1日0時から翌々月分を先着予約。利用8日前までは予約システム、7日前から前日正午までは予約システムまたは窓口",unknown,unknown,conditional,,https://city.numazu-sougoutaiikukan.jp/access,https://city.numazu-sougoutaiikukan.jp/guide,https://city.numazu-sougoutaiikukan.jp/gallery,2026-08-05,verified,"隣接の市営香貫駐車場は有料で、普通車・全長5m以下の準中型車に対応。館内Wi-Fi表示はあるが催事用専有回線ではない。搬入、飲食、物販、連続利用は要確認"
OP-117,CAND-206,toyohashi-first,JR・名鉄豊橋駅,,"豊橋駅東口7番乗り場から総合スポーツ公園行きバス約20分、終点下車で施設隣接",,550,unknown,unknown,3,5,unknown,"抽選は利用3か月前の1日〜15日、窓口・インターネットの通常申込は2か月前から。利用後に整備・清掃。別日の会場準備・撤去は基本料金の2分の1",conditional,unknown,unknown,,https://www.hamada-sports.com/toyohashi-sports/shisetsu/general-gym/,https://www.hamada-sports.com/toyohashi-sports/shisetsu/general-gym/,https://www.hamada-sports.com/toyohashi-sports/shisetsu/general-gym/,2026-08-05,verified,"駐車550台。飲食は所定場所のみ。大型車、搬入、物販、専有回線、連続利用は要確認"
OP-118,CAND-207,yokkaichi-main,近鉄名古屋線新正駅,,"新正駅または四日市あすなろう鉄道の日永駅が最寄り。徒歩所要時間は公式施設案内で未観測",,,unknown,unknown,3,,unknown,"専用利用は3か月前から。毎月1〜5日を原則に先着・抽選受付を行い、その後は窓口受付。利用後は直ちに原状回復",unknown,conditional,unknown,,https://www.y-sports.jp/new/%E7%AE%A1%E7%90%86%E6%96%BD%E8%A8%AD%E6%A1%88%E5%86%85/%E7%AE%A1%E7%90%86%E6%96%BD%E8%A8%AD%E4%B8%80%E8%A6%A7/tyuouryokuti/,https://www.y-sports.jp/new/yoyaku/howto/,https://www.y-sports.jp/new/yoyaku/howto/,2026-08-05,verified,"物品販売は事前に中央緑地施設管理事務所へ相談。駐車台数、大型車、搬入、飲食、専有回線、連続利用は要確認"
OP-119,CAND-208,hikone-main,JR琵琶湖線南彦根駅,5,"南彦根駅から徒歩約5分",,256,unknown,unknown,6,,unknown,"WEBは利用6か月前の月初0時、電話・窓口は10時から。多目的ホール可動席は事前予約で、出し入れのため予約時間内の前後30分を利用できない場合がある",unknown,unknown,conditional,,https://shisetsu.mizuno.jp/m-7227/access,https://shisetsu.mizuno.jp/m-7227/guide,https://shisetsu.mizuno.jp/m-7227/gallery,2026-08-05,verified,"北側一般駐車場256台のほか、講座受講者・弓道場利用者専用70台、身障者用6台。館内Wi-Fi表示はあるが催事用専有回線ではない。大型車、搬入、飲食、物販、連続利用は要確認"
OP-120,CAND-209,kyoto-arena,阪急京都線西京極駅,10,"西京極駅から徒歩約10分。京都駅から市バスで西京極運動公園前下車、徒歩約5分",,212,no,unknown,3,,unknown,"大規模大会等は利用3か月前の1日から窓口受付し事前相談。通常の先着予約は前月1日6時から。申請時間に準備・片付けを含み、机・椅子等の設置と原状復帰は主催者が行う",unknown,conditional,unknown,,https://www.kyoto-sports.or.jp/facilities/detail.php?id=4,https://www.kyoto-sports.or.jp/wp-content/themes/kyoto_sports/do_sports/image/pdf/riyou_2026_4.pdf,https://www.kyoto-sports.or.jp/confirmation/,2026-08-05,verified,"西京極総合運動公園の有料駐車場4か所合計212台。大型車は駐車不可。商品の販売を主目的とする催物は禁止。搬入、飲食、催事専有回線、連続利用は要確認"
OP-121,CAND-210,higashiosaka-main,近鉄奈良線八戸ノ里駅,12,"八戸ノ里駅から徒歩約12分",,102,conditional,unknown,5,,unknown,"大アリーナ全面は5か月前の最終土曜日に窓口抽選、11時以降先着。電話予約は3営業日以内に窓口支払い。2026年12月利用分から東大阪市公共予約システムへ移行",unknown,unknown,unknown,,https://www.hos-arena.com/access/,https://www.hos-arena.com/gymnasium/reserve.html,https://www.hos-arena.com/gymnasium/use.html,2026-08-05,verified,"有料駐車102台。大型車は駐車状況により利用不可の場合があるため事前相談。搬入、飲食、物販、催事専有回線、連続利用は要確認"
OP-122,CAND-211,himeji-first,山陽電車手柄駅,,"手柄駅から徒歩約10〜15分。JR手柄山平和公園駅から徒歩約10分。姫路駅から路線バス約15分で中地下車、徒歩2分",,,unknown,unknown,2,10,unknown,"窓口は利用2か月前から前日まで先着。ネットは2か月前から1週間後の0時から10日前までで、予約後1週間以内の窓口支払いで確定。第一競技場のラインは弱粘着テープを利用し、ゴミは持ち帰る",unknown,unknown,unknown,,https://himeji-machishin.jp/sports/shisetsu/chuotai/,https://himeji-machishin.jp/sports/shisetsu/yoyaku/,https://himeji-machishin.jp/sports/shisetsu/chuotai/ryokin/,2026-08-05,verified,"手柄山周辺駐車場を利用するため敷地内台数は空欄。市公式計画は2027年1月〜2028年12月大規模改修、2029年1月供用再開を予定。大型車、搬入、飲食、物販、催事専有回線、連続利用は要確認"
OP-123,CAND-212,nara-central,近鉄奈良駅・JR奈良駅,,"近鉄奈良駅またはJR奈良駅から路線バスで鴻ノ池停留所下車。徒歩所要時間は公式案内で未観測",,,unknown,unknown,,,unknown,"利用者登録後に公共施設予約システムで抽選・一般予約。使用料の支払いをもって予約確定",unknown,unknown,conditional,,https://www.city.nara.lg.jp/soshiki/22/5383.html,https://www.city.nara.lg.jp/soshiki/22/6592.html,https://www.city.nara.lg.jp/soshiki/22/135162.html,2026-08-05,verified,"館内無料Wi-Fiはアリーナ・観覧席・ロビー・会議室等で利用可能だが催事専有回線ではない。駐車台数、大型車、搬入、飲食、物販、連続利用は要確認"
